CÛdigo IBGE do MunicÌpio;CÛdigo da Unidade da FederaÁ„o;Sigla da Unidade da FederaÁ„o;Nome das Grandes Regiıes;CÛdigo IBGE da Mesoregi„o;Nome da Mesoregi„o;CÛdigo IBGE da Microregi„o;Nome da Microregi„o;IDHM 1991;IDHM 2000;IDHM 2010
314690;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,435;0,547;0,666
314700;31;MG;Sudeste;3101;Noroeste de Minas;31002;Paracatu;0,458;0,613;0,744
314710;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31029;Parﬂ de Minas;0,487;0,643;0,725
314720;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31049;Alfenas;0,462;0,635;0,715
314730;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31056;Itajubﬂ;0,486;0,629;0,729
314740;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,446;0,606;0,694
314750;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31028;Concei˛“o do Mato Dentro;0,393;0,491;0,642
314760;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31054;S“o Louren˛o;0,484;0,641;0,715
314770;31;MG;Sudeste;3109;Oeste de Minas;31046;Oliveira;0,411;0,594;0,687
314780;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31055;Andrel‘ndia;0,388;0,546;0,648
314790;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31047;Passos;0,52;0,655;0,756
314795;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,256;0,413;0,614
314800;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31020;Patos de Minas;0,525;0,675;0,765
314810;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31019;Patroc›nio;0,49;0,65;0,729
314820;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,473;0,595;0,682
314830;31;MG;Sudeste;3112;Zona da Mata;31062;Vi˛osa;0,386;0,504;0,637
314840;31;MG;Sudeste;3108;Vale do Rio Doce;31035;Guanh“es;0,324;0,513;0,625
314850;31;MG;Sudeste;3104;Vale do Mucuri;31015;Teæfilo Otoni;0,295;0,471;0,627
314860;31;MG;Sudeste;3108;Vale do Rio Doce;31036;Pe˛anha;0,327;0,486;0,627
314870;31;MG;Sudeste;3103;Jequitinhonha;31013;Pedra Azul;0,364;0,516;0,627
314875;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,264;0,434;0,573
314880;31;MG;Sudeste;3112;Zona da Mata;31062;Vi˛osa;0,307;0,497;0,624
314890;31;MG;Sudeste;3109;Oeste de Minas;31044;Formiga;0,391;0,589;0,708
314900;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,386;0,544;0,655
314910;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31053;Santa Rita do Sapuca›;0,397;0,571;0,675
314915;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,27;0,456;0,614
314920;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31023;Araxﬂ;0,466;0,671;0,729
314930;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,536;0,67;0,757
314940;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,342;0,506;0,637
314950;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,506;0,61;0,694
314960;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,475;0,606;0,674
314970;31;MG;Sudeste;3109;Oeste de Minas;31043;Divinæpolis;0,474;0,639;0,703
314980;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31023;Araxﬂ;0,437;0,588;0,723
314990;31;MG;Sudeste;3109;Oeste de Minas;31045;Campo Belo;0,497;0,646;0,744
314995;31;MG;Sudeste;3108;Vale do Rio Doce;31039;Ipatinga;0,306;0,523;0,651
315000;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,375;0,547;0,656
315010;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,377;0,516;0,629
315015;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,274;0,474;0,612
315020;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,341;0,516;0,639
315030;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,34;0,513;0,678
315040;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31032;Itaguara;0,333;0,462;0,626
315050;31;MG;Sudeste;3109;Oeste de Minas;31044;Formiga;0,442;0,579;0,686
315053;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,366;0,509;0,619
315057;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,207;0,451;0,594
315060;31;MG;Sudeste;3109;Oeste de Minas;31046;Oliveira;0,374;0,52;0,646
315070;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31021;Frutal;0,468;0,635;0,723
315080;31;MG;Sudeste;3112;Zona da Mata;31062;Vi˛osa;0,315;0,463;0,6
315090;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31056;Itajubﬂ;0,402;0,565;0,685
315100;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31056;Itajubﬂ;0,449;0,588;0,717
315110;31;MG;Sudeste;3112;Zona da Mata;31066;Cataguases;0,46;0,601;0,709
315120;31;MG;Sudeste;3102;Norte de Minas;31006;Pirapora;0,466;0,614;0,731
315130;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,44;0,598;0,684
315140;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31029;Parﬂ de Minas;0,507;0,649;0,725
315150;31;MG;Sudeste;3109;Oeste de Minas;31042;Piu›;0,523;0,657;0,737
315160;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31021;Frutal;0,532;0,615;0,712
315170;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31049;Alfenas;0,433;0,56;0,691
315180;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31051;Po˛os de Caldas;0,581;0,716;0,779
315190;31;MG;Sudeste;3108;Vale do Rio Doce;31041;Aimor⁄s;0,354;0,537;0,626
315200;31;MG;Sudeste;3106;Central Mineira;31024;Tr€s Marias;0,426;0,546;0,689
315210;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,487;0,62;0,717
315213;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,269;0,462;0,606
315217;31;MG;Sudeste;3103;Jequitinhonha;31012;Ara˛ua›;0,252;0,402;0,595
315220;31;MG;Sudeste;3102;Norte de Minas;31004;Jana∑ba;0,314;0,482;0,651
315230;31;MG;Sudeste;3112;Zona da Mata;31062;Vi˛osa;0,356;0,482;0,634
315240;31;MG;Sudeste;3104;Vale do Mucuri;31015;Teæfilo Otoni;0,296;0,473;0,624
315250;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31052;Pouso Alegre;0,577;0,69;0,774
315260;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31054;S“o Louren˛o;0,425;0,56;0,71
315270;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,419;0,559;0,689
315280;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31018;Uberl‘ndia;0,46;0,578;0,695
315290;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31047;Passos;0,494;0,627;0,729
315300;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31023;Araxﬂ;0,465;0,573;0,721
315310;31;MG;Sudeste;3112;Zona da Mata;31062;Vi˛osa;0,308;0,47;0,632
315320;31;MG;Sudeste;3106;Central Mineira;31025;Curvelo;0,296;0,485;0,614
315330;31;MG;Sudeste;3103;Jequitinhonha;31010;Diamantina;0,369;0,495;0,595
315340;31;MG;Sudeste;3101;Noroeste de Minas;31002;Paracatu;0,411;0,557;0,701
315350;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,406;0,572;0,66
315360;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,46;0,6;0,69
315370;31;MG;Sudeste;3106;Central Mineira;31026;Bom Despacho;0,378;0,539;0,683
315380;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31034;Conselheiro Lafaiete;0,345;0,549;0,682
315390;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,447;0,635;0,73
315400;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,409;0,548;0,655
315410;31;MG;Sudeste;3112;Zona da Mata;31066;Cataguases;0,482;0,596;0,692
315415;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,282;0,48;0,629
315420;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,417;0,568;0,685
315430;31;MG;Sudeste;3108;Vale do Rio Doce;31041;Aimor⁄s;0,398;0,58;0,67
315440;31;MG;Sudeste;3111;Campo das Vertentes;31059;Barbacena;0,38;0,52;0,683
315445;31;MG;Sudeste;3102;Norte de Minas;31006;Pirapora;0,305;0,513;0,632
315450;31;MG;Sudeste;3102;Norte de Minas;31004;Jana∑ba;0,281;0,436;0,627
315460;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,396;0,577;0,684
315470;31;MG;Sudeste;3111;Campo das Vertentes;31057;Lavras;0,524;0,631;0,737
315480;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,401;0,552;0,673
315490;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,403;0,538;0,65
315500;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,386;0,57;0,664
315510;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,283;0,457;0,605
315520;31;MG;Sudeste;3112;Zona da Mata;31062;Vi˛osa;0,33;0,456;0,602
315530;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31032;Itaguara;0,304;0,501;0,648
315540;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,493;0,637;0,707
315550;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31020;Patos de Minas;0,429;0,566;0,709
315560;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,262;0,421;0,624
315570;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,437;0,568;0,685
315580;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,5;0,617;0,714
315590;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,47;0,593;0,679
315600;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31028;Concei˛“o do Mato Dentro;0,258;0,439;0,558
315610;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,407;0,53;0,653
315620;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,363;0,549;0,684
315630;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,418;0,587;0,668
315640;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31019;Patroc›nio;0,452;0,597;0,708
315645;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,27;0,498;0,662
315650;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,266;0,442;0,582
315660;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,33;0,468;0,609
315670;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,488;0,621;0,731
315680;31;MG;Sudeste;3108;Vale do Rio Doce;31035;Guanh“es;0,408;0,517;0,638
315690;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31023;Araxﬂ;0,507;0,628;0,732
315700;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,368;0,535;0,679
315710;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,37;0,484;0,608
315720;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,432;0,605;0,707
315725;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,339;0,49;0,613
315727;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,324;0,557;0,606
315730;31;MG;Sudeste;3111;Campo das Vertentes;31059;Barbacena;0,318;0,489;0,637
315733;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,413;0,608;0,706
315737;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,208;0,407;0,577
315740;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,298;0,445;0,625
315750;31;MG;Sudeste;3108;Vale do Rio Doce;31035;Guanh“es;0,274;0,437;0,607
315760;31;MG;Sudeste;3102;Norte de Minas;31006;Pirapora;0,255;0,516;0,615
315765;31;MG;Sudeste;3104;Vale do Mucuri;31016;Nanuque;0,259;0,463;0,567
315770;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31023;Araxﬂ;0,46;0,623;0,706
315780;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,442;0,608;0,715
315790;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,324;0,488;0,61
315800;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,37;0,522;0,648
315810;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,302;0,434;0,613
315820;31;MG;Sudeste;3108;Vale do Rio Doce;31036;Pe˛anha;0,335;0,497;0,64
315830;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31050;Varginha;0,473;0,611;0,698
315840;31;MG;Sudeste;3112;Zona da Mata;31066;Cataguases;0,431;0,602;0,694
315850;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,31;0,472;0,628
315860;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,445;0,559;0,651
315870;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,382;0,526;0,667
315880;31;MG;Sudeste;3109;Oeste de Minas;31045;Campo Belo;0,469;0,562;0,647
315890;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,336;0,509;0,621
315895;31;MG;Sudeste;3108;Vale do Rio Doce;31039;Ipatinga;0,377;0,56;0,685
315900;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,294;0,496;0,665
315910;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31034;Conselheiro Lafaiete;0,294;0,474;0,647
315920;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31051;Po˛os de Caldas;0,427;0,599;0,69
315930;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,426;0,589;0,682
315935;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,328;0,483;0,613
315940;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,303;0,51;0,63
315950;31;MG;Sudeste;3108;Vale do Rio Doce;31041;Aimor⁄s;0,293;0,486;0,607
315960;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31053;Santa Rita do Sapuca›;0,507;0,654;0,721
315970;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31020;Patos de Minas;0,401;0,593;0,705
315980;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31017;Ituiutaba;0,456;0,565;0,71
315990;31;MG;Sudeste;3109;Oeste de Minas;31046;Oliveira;0,432;0,579;0,672
316000;31;MG;Sudeste;3112;Zona da Mata;31066;Cataguases;0,373;0,555;0,671
316010;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,397;0,508;0,633
316020;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31028;Concei˛“o do Mato Dentro;0,238;0,392;0,558
316030;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,227;0,427;0,574
316040;31;MG;Sudeste;3109;Oeste de Minas;31043;Divinæpolis;0,484;0,623;0,724
316045;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,222;0,376;0,57
316050;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31028;Concei˛“o do Mato Dentro;0,314;0,537;0,669
316060;31;MG;Sudeste;3106;Central Mineira;31025;Curvelo;0,353;0,514;0,657
316070;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,522;0,64;0,741
316080;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31050;Varginha;0,378;0,532;0,672
316090;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31034;Conselheiro Lafaiete;0,476;0,568;0,664
316095;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,355;0,507;0,638
316100;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,382;0,561;0,69
316105;31;MG;Sudeste;3108;Vale do Rio Doce;31038;Mantena;0,257;0,487;0,62
316110;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,342;0,485;0,638
316120;31;MG;Sudeste;3109;Oeste de Minas;31046;Oliveira;0,325;0,533;0,66
316130;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31021;Frutal;0,446;0,612;0,688
316140;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,348;0,538;0,663
316150;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,402;0,542;0,651
316160;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,316;0,459;0,6
316165;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,337;0,498;0,63
316170;31;MG;Sudeste;3101;Noroeste de Minas;31002;Paracatu;0,421;0,553;0,67
316180;31;MG;Sudeste;3109;Oeste de Minas;31043;Divinæpolis;0,425;0,567;0,689
316190;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,368;0,521;0,667
316200;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31053;Santa Rita do Sapuca›;0,497;0,604;0,715
316210;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31020;Patos de Minas;0,499;0,627;0,736
316220;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31047;Passos;0,443;0,607;0,724
316225;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,281;0,487;0,634
316230;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31053;Santa Rita do Sapuca›;0,429;0,585;0,653
316240;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,242;0,406;0,569
316245;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,22;0,36;0,529
316250;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,532;0,673;0,758
316255;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,291;0,506;0,65
316257;31;MG;Sudeste;3108;Vale do Rio Doce;31038;Mantena;0,343;0,539;0,64
316260;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,407;0,548;0,648
316265;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,227;0,382;0,625
316270;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,273;0,443;0,615
316280;31;MG;Sudeste;3108;Vale do Rio Doce;31035;Guanh“es;0,353;0,527;0,638
316290;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,508;0,614;0,708
316292;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,405;0,532;0,662
316294;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31047;Passos;0,52;0,667;0,739
316295;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,459;0,621;0,729
316300;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,338;0,461;0,583
316310;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31029;Parﬂ de Minas;0,403;0,576;0,704
316320;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31053;Santa Rita do Sapuca›;0,441;0,619;0,717
316330;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,34;0,522;0,658
316340;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,373;0,545;0,666
316350;31;MG;Sudeste;3108;Vale do Rio Doce;31036;Pe˛anha;0,297;0,479;0,566
316360;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,357;0,53;0,657
316370;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31054;S“o Louren˛o;0,549;0,699;0,759
316380;31;MG;Sudeste;3112;Zona da Mata;31062;Vi˛osa;0,392;0,536;0,644
316390;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,401;0,571;0,674
316400;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,4;0,545;0,659
316410;31;MG;Sudeste;3108;Vale do Rio Doce;31036;Pe˛anha;0,29;0,464;0,622
316420;31;MG;Sudeste;3102;Norte de Minas;31006;Pirapora;0,298;0,518;0,64
316430;31;MG;Sudeste;3109;Oeste de Minas;31042;Piu›;0,4;0,585;0,672
316440;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31053;Santa Rita do Sapuca›;0,397;0,55;0,692
316443;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,293;0,515;0,66
316447;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,264;0,436;0,607
316450;31;MG;Sudeste;3108;Vale do Rio Doce;31036;Pe˛anha;0,271;0,441;0,581
316460;31;MG;Sudeste;3109;Oeste de Minas;31043;Divinæpolis;0,369;0,541;0,626
316470;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,51;0,642;0,722
316480;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31028;Concei˛“o do Mato Dentro;0,32;0,524;0,632
316490;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31054;S“o Louren˛o;0,508;0,584;0,676
316500;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,418;0,565;0,662
316510;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,433;0,595;0,7
316520;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31050;Varginha;0,326;0,531;0,667
316530;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31055;Andrel‘ndia;0,456;0,619;0,715
316540;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31052;Pouso Alegre;0,405;0,582;0,68
316550;31;MG;Sudeste;3108;Vale do Rio Doce;31035;Guanh“es;0,346;0,521;0,636
316553;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,412;0,588;0,734
316555;31;MG;Sudeste;3104;Vale do Mucuri;31015;Teæfilo Otoni;0,213;0,387;0,542
316556;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,292;0,506;0,654
316557;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31052;Pouso Alegre;0,343;0,524;0,661
316560;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,41;0,52;0,674
316570;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,423;0,572;0,644
316580;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31052;Pouso Alegre;0,479;0,595;0,684
316590;31;MG;Sudeste;3103;Jequitinhonha;31010;Diamantina;0,29;0,483;0,62
316600;31;MG;Sudeste;3112;Zona da Mata;31062;Vi˛osa;0,356;0,477;0,631
316610;31;MG;Sudeste;3108;Vale do Rio Doce;31035;Guanh“es;0,333;0,409;0,565
316620;31;MG;Sudeste;3111;Campo das Vertentes;31059;Barbacena;0,326;0,473;0,626
316630;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,302;0,466;0,56
316640;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31055;Andrel‘ndia;0,462;0,532;0,66
316650;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31028;Concei˛“o do Mato Dentro;0,281;0,438;0,557
316660;31;MG;Sudeste;3106;Central Mineira;31026;Bom Despacho;0,415;0,606;0,677
316670;31;MG;Sudeste;3104;Vale do Mucuri;31016;Nanuque;0,425;0,544;0,651
316680;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31019;Patroc›nio;0,44;0,588;0,696
316690;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31049;Alfenas;0,406;0,597;0,677
316695;31;MG;Sudeste;3102;Norte de Minas;31004;Jana∑ba;0,237;0,44;0,633
316700;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31055;Andrel‘ndia;0,348;0,507;0,643
316710;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31028;Concei˛“o do Mato Dentro;0,362;0,493;0,656
316720;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,511;0,66;0,76
316730;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,421;0,557;0,652
316740;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31053;Santa Rita do Sapuca›;0,466;0,576;0,699
316750;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,364;0,569;0,638
316760;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,34;0,506;0,632
316770;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,334;0,51;0,631
316780;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31054;S“o Louren˛o;0,433;0,594;0,697
316790;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,377;0,554;0,681
316800;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,363;0,519;0,67
316805;31;MG;Sudeste;3108;Vale do Rio Doce;31041;Aimor⁄s;0,322;0,554;0,645
316810;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31023;Araxﬂ;0,425;0,578;0,712
316820;31;MG;Sudeste;3109;Oeste de Minas;31042;Piu›;0,352;0,552;0,667
316830;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,39;0,515;0,651
316840;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,363;0,525;0,633
316850;31;MG;Sudeste;3112;Zona da Mata;31062;Vi˛osa;0,404;0,549;0,675
316860;31;MG;Sudeste;3104;Vale do Mucuri;31015;Teæfilo Otoni;0,44;0,589;0,701
316870;31;MG;Sudeste;3108;Vale do Rio Doce;31039;Ipatinga;0,583;0,695;0,77
316880;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,465;0,61;0,74
316890;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31020;Patos de Minas;0,427;0,586;0,683
316900;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,458;0,593;0,688
316905;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31052;Pouso Alegre;0,377;0,55;0,696
316910;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31052;Pouso Alegre;0,319;0,528;0,661
316920;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,483;0,606;0,718
